value,name
http://dbpedia.org/resource/Louise_Bogan,Louise Bogan
http://dbpedia.org/resource/Malaclypse_the_Younger,Malaclypse the Younger
http://dbpedia.org/resource/Malaclypse_the_Younger,Gregory Hill
http://dbpedia.org/resource/Manny_Coto,Manny Coto
http://dbpedia.org/resource/Margaret_Sloan-Hunter,Margaret Sloan-Hunter
http://dbpedia.org/resource/Marilynne_Robinson,Marilynne Robinson
http://dbpedia.org/resource/Mark_Kemp,Mark Kemp
http://dbpedia.org/resource/Mercedes_Negrón_Muñoz,Mercedes Negrón Muñoz
http://dbpedia.org/resource/Meredith_Sue_Willis,Meredith Sue Willis
http://dbpedia.org/resource/Michael_John_LaChiusa,Michael John LaChiusa
http://dbpedia.org/resource/Patrick_F._McManus,Patrick F. McManus
http://dbpedia.org/resource/Rebecca_Harding_Davis,Rebecca Harding Davis
http://dbpedia.org/resource/Rex_Miller,Rex Miller
http://dbpedia.org/resource/Richard_Hugo,Richard Hugo
http://dbpedia.org/resource/Robert_Choquette,Robert Choquette
http://dbpedia.org/resource/Robert_Choquette,Robert Guy Choquette
http://dbpedia.org/resource/Robin_Blaser,Robin Blaser
http://dbpedia.org/resource/Roger_E._Moore,Roger E. Moore
http://dbpedia.org/resource/Ronald_Kessler,Ronald Kessler
http://dbpedia.org/resource/Stephen_Chbosky,Stephen Chbosky
http://dbpedia.org/resource/Sterling_North,Sterling North
http://dbpedia.org/resource/Steve_Rushin,Steve Rushin
http://dbpedia.org/resource/Susan_Glaspell,Susan Glaspell
http://dbpedia.org/resource/Walter_Farley,Walter Farley
http://dbpedia.org/resource/Walter_Kerr,Walter Kerr
http://dbpedia.org/resource/Walter_Lord,Walter Lord
http://dbpedia.org/resource/Walter_Wink,Walter Wink
http://dbpedia.org/resource/William_Ellery_Channing_(poet),William Ellery Channing
http://dbpedia.org/resource/William_S._Burroughs_Jr.,William S. Burroughs Jr.
http://dbpedia.org/resource/William_S._Burroughs_Jr.,"William S. Burroughs, Jr."
http://dbpedia.org/resource/William_Wister_Haines,William Wister Haines
http://dbpedia.org/resource/Jack_Shaheen,Jack Shaheen
http://dbpedia.org/resource/Dan_Wells_(author),Dan Wells
http://dbpedia.org/resource/Ellen_Douglas,Ellen Douglas
http://dbpedia.org/resource/Atina_Grossmann,Atina Grossmann
http://dbpedia.org/resource/Gladys_Lehman,Gladys Lehman
http://dbpedia.org/resource/Joseph_Jackson_(screenwriter),Joseph Jackson
http://dbpedia.org/resource/Sarah_Y._Mason,Sarah Y. Mason
http://dbpedia.org/resource/Allen_Rivkin,Allen Rivkin
http://dbpedia.org/resource/Merrill_G._White,Merrill G. White
http://dbpedia.org/resource/Stuart_J._Byrne,Stuart J. Byrne
http://dbpedia.org/resource/Becca_Fitzpatrick,Becca Fitzpatrick
http://dbpedia.org/resource/Bob_Grumman,Bob Grumman
http://dbpedia.org/resource/Eric_Jarosinski,Eric Jarosinski
http://dbpedia.org/resource/Brigid_Callahan_Harrison,Brigid Callahan Harrison
http://dbpedia.org/resource/Alice_Harriman,Alice Harriman
http://dbpedia.org/resource/Alice_Harriman,Alice Harriman-Browne
http://dbpedia.org/resource/Bob_Bledsaw,Bob Bledsaw
http://dbpedia.org/resource/Burt_Wilson,Burt Wilson
http://dbpedia.org/resource/Dave_U._Hall,Dave U. Hall
http://dbpedia.org/resource/Ed_Robison,Ed Robison
http://dbpedia.org/resource/Eric_Norstad,Eric Norstad
http://dbpedia.org/resource/Francis_Tapon,Francis Tapon
http://dbpedia.org/resource/George_Roseborough_Collins,George Roseborough Collins
http://dbpedia.org/resource/Gordon_Waterman_Chaplin,Gordon Waterman Chaplin
http://dbpedia.org/resource/Herbert_L._Stone,Herbert L. Stone
http://dbpedia.org/resource/Jean_Wells,Jean Wells
http://dbpedia.org/resource/Jessica_Day_George,Jessica Day George
http://dbpedia.org/resource/Justin_Torres,Justin Torres
http://dbpedia.org/resource/Mildred_Seydell,Mildred Seydell
http://dbpedia.org/resource/Myram_Borders,Myram Borders
http://dbpedia.org/resource/Silvia_Álvarez_Curbelo,Silvia Álvarez Curbelo
http://dbpedia.org/resource/Sylvanus_Stall,Sylvanus Stall
http://dbpedia.org/resource/Thomas_J._Herzfeld,Thomas J. Herzfeld
http://dbpedia.org/resource/Thomas_Treadwell_Stone,Thomas Treadwell Stone
http://dbpedia.org/resource/Anne_Henrietta_Martin,Anne Henrietta Martin
http://dbpedia.org/resource/C._Dean_Andersson,C. Dean Andersson
http://dbpedia.org/resource/Carol_Ann_Abrams,Carol Ann Abrams
http://dbpedia.org/resource/Eduardo_C._Corral,Eduardo C. Corral
http://dbpedia.org/resource/Iris_M._Zavala,Iris Milagro Zavala Zapata
http://dbpedia.org/resource/Iris_M._Zavala,Iris M. Zabala
http://dbpedia.org/resource/James_B._Twitchell,James B. Twitchell
http://dbpedia.org/resource/Jane_Joritz-Nakagawa,Jane Joritz-Nakagawa
http://dbpedia.org/resource/Leslie_Harpold,Leslie Harpold
http://dbpedia.org/resource/Mary_Hannah_Krout,Mary Hannah Krout
http://dbpedia.org/resource/Oliver_Benjamin,Oliver Benjamin
http://dbpedia.org/resource/William_B._Hesseltine,William B. Hesseltine
http://dbpedia.org/resource/Adrienne_Monson,Adrienne Monson
http://dbpedia.org/resource/Alison_Gordon,Alison Gordon
http://dbpedia.org/resource/Ann_Grifalconi,Ann Grifalconi
http://dbpedia.org/resource/Anna_Sheehan,Anna Sheehan
http://dbpedia.org/resource/B._P._Loughridge,B. P. Loughridge
http://dbpedia.org/resource/B._P._Loughridge,B.P. Loughridge
http://dbpedia.org/resource/Bill_C._Davis,Bill C. Davis
http://dbpedia.org/resource/Claude_Fredericks,Claude Fredericks
http://dbpedia.org/resource/Dale_McGowan,Dale McGowan
http://dbpedia.org/resource/Darya_Pino,Darya Pino
http://dbpedia.org/resource/Darya_Pino,Darya Pino Rose
http://dbpedia.org/resource/Dick_Wick_Hall,Dick Wick Hall
http://dbpedia.org/resource/Donna_M._Loring,Donna M. Loring
http://dbpedia.org/resource/Evelyn_E._Smith,Evelyn E. Smith
http://dbpedia.org/resource/Harriet_Scott_Chessman,Harriet Scott Chessman
http://dbpedia.org/resource/J._Kates,J. Kates
http://dbpedia.org/resource/Jeff_Melvoin,Jeff Melvoin
http://dbpedia.org/resource/Jeff_Melvoin,Jeffrey Melvoin
http://dbpedia.org/resource/Jeff_Siegel,Jeff Siegel
http://dbpedia.org/resource/Joe_Dabney,Joe Dabney
http://dbpedia.org/resource/John_L._Gihon,John L. Gihon
http://dbpedia.org/resource/John_L._Gihon,John Lawrence Gihon
http://dbpedia.org/resource/Julia_K._Wetherill_Baker,Julia K. Wetherill Baker
http://dbpedia.org/resource/Karl_Gajdusek,Karl Gajdusek
http://dbpedia.org/resource/Margaret_Stohl,Margaret Stohl
http://dbpedia.org/resource/Nicholas_A._Basbanes,Nicholas A. Basbanes
http://dbpedia.org/resource/Nicholas_A._Basbanes,Nicholas. A. Basbanes
http://dbpedia.org/resource/Norman_A._Fox,Norman A. Fox
http://dbpedia.org/resource/Norman_A._Fox,Norman Fox
http://dbpedia.org/resource/Steven_Laffoley,Steven Laffoley
http://dbpedia.org/resource/Steven_Laffoley,Steven Edwin Laffoley
http://dbpedia.org/resource/Tim_Sullivan_(writer),Tim Sullivan
http://dbpedia.org/resource/Travis_Mathews,Travis Mathews
http://dbpedia.org/resource/Vicki_Myron,Vicki Myron
http://dbpedia.org/resource/William_Poy_Lee,William Poy Lee
http://dbpedia.org/resource/William_Poy_Lee,William P. Lee
"http://dbpedia.org/resource/William_S._Yellow_Robe,_Jr.","William S. Yellow Robe, Jr."
http://dbpedia.org/resource/Kat_Falls,Kat Falls
http://dbpedia.org/resource/Sophie_Littlefield,Sophie Littlefield
http://dbpedia.org/resource/Troy_Nelson,Troy Nelson
http://dbpedia.org/resource/Alma_Denny,Alma Denenholz Kaplan
http://dbpedia.org/resource/Alma_Denny,Alma Denny
http://dbpedia.org/resource/Aurania_Rouverol,Aurania Rouverol
http://dbpedia.org/resource/Austin_Kleon,Austin Kleon
http://dbpedia.org/resource/Brandon_T._Snider,Brandon T. Snider
http://dbpedia.org/resource/Brandon_T._Snider,Brandon T. SNider
http://dbpedia.org/resource/Carol_Cassella,Carol Cassella
http://dbpedia.org/resource/Carol_Cassella,Carol W. Cassella
http://dbpedia.org/resource/Christopher_La_Farge,Christopher Grant La Farge
http://dbpedia.org/resource/Christopher_La_Farge,Christopher La Farge
http://dbpedia.org/resource/Dorothea_Grossman,Dorothea Grossman
http://dbpedia.org/resource/George_Ward_Nichols,George Ward Nichols
http://dbpedia.org/resource/James_Koller,James Koller
http://dbpedia.org/resource/John_Milton_Oskison,John Milton Oskison
http://dbpedia.org/resource/Joyce_La_Mers,Joyce La Mers
http://dbpedia.org/resource/Kevin_R._Griffith,Kevin R. Griffith
http://dbpedia.org/resource/Mary_Augusta_Scott,Mary Augusta Scott
http://dbpedia.org/resource/Matthew_Drutt,Matthew Drutt
http://dbpedia.org/resource/Maurice_Sagoff,Maurice Sagoff
http://dbpedia.org/resource/Michael_McKenzie_(artist),Michael McKenzie
http://dbpedia.org/resource/Patricia_Lockwood,Patricia Lockwood
http://dbpedia.org/resource/Sergio_De_La_Pava,Sergio De La Pava
http://dbpedia.org/resource/Sergio_De_La_Pava,Sergio de la pava
http://dbpedia.org/resource/Sophie_Radford_de_Meissner,Sophie Radford de Meissner
http://dbpedia.org/resource/Susan_M._Boyer,Susan M. Boyer
http://dbpedia.org/resource/Tope_Folarin,Tope Folarin
http://dbpedia.org/resource/William_Rossa_Cole,William Rossa Cole
http://dbpedia.org/resource/Anne_Sayre,Anne Sayre
http://dbpedia.org/resource/Barton_Currie,Barton Currie
http://dbpedia.org/resource/Barton_Currie,Barton Wood Currie
http://dbpedia.org/resource/Douglas_Darden,Douglas Darden
http://dbpedia.org/resource/Eleanor_Mercein_Kelly,Eleanor Mercein Kelly
http://dbpedia.org/resource/Evan_Lavender-Smith,Evan Lavender-Smith
http://dbpedia.org/resource/George_Edward_Stanley,George Edward Stanley
http://dbpedia.org/resource/Glen_Rounds,Glen Rounds
http://dbpedia.org/resource/Karlous_Miller,Karlous Miller
http://dbpedia.org/resource/Louis_George_Carpenter,Louis George Carpenter
http://dbpedia.org/resource/Marc_Olden,Marc Olden
http://dbpedia.org/resource/Mary_Miller_(writer),Mary Miller
http://dbpedia.org/resource/Paul_E_Cooley,Paul E Cooley
http://dbpedia.org/resource/Paul_E_Cooley,Paul E. Cooley
http://dbpedia.org/resource/Richard_Kalich,Richard Kalich
http://dbpedia.org/resource/Rinker_Buck,Rinker Buck
http://dbpedia.org/resource/Stanton_Forbes,Stanton Forbes
http://dbpedia.org/resource/Todd_Blodgett,Todd Blodgett
http://dbpedia.org/resource/Tom_McNeal,Tom McNeal
http://dbpedia.org/resource/Trudy_Harris,Trudy Harris
http://dbpedia.org/resource/Trudy_Harris,Trudy A Harris
http://dbpedia.org/resource/Fred_B._Lambert,Fred B. Lambert
http://dbpedia.org/resource/Fred_B._Lambert,Fred Bussey Lambert
http://dbpedia.org/resource/Avis_DeVoto,Avis DeVoto
http://dbpedia.org/resource/Betty_Lasky,Betty Lasky
http://dbpedia.org/resource/Blinkey_Horn,Blinkey Horn
http://dbpedia.org/resource/Chrisann_Brennan,Chrisann Brennan
http://dbpedia.org/resource/Chrisann_Brennan,Chrisann Brennanñ
http://dbpedia.org/resource/Cornelia_James_Cannon,Cornelia James Cannon
http://dbpedia.org/resource/Courtney_E._Martin,Courtney E. Martin
http://dbpedia.org/resource/Daniel_P._Beard,Daniel P. Beard
http://dbpedia.org/resource/Dick_Jemison,Dick Jemison
http://dbpedia.org/resource/Edith_Thacher_Hurd,Edith Thacher Hurd
http://dbpedia.org/resource/Elaine_Macmann_Willoughby,Elaine Macmann Willoughby
http://dbpedia.org/resource/Eloise_Lownsbery,Eloise Lownsbery
http://dbpedia.org/resource/Eugene_Zubrinsky,Gene Zubrinsky
http://dbpedia.org/resource/Eugene_Zubrinsky,"Eugene Cole ""Gene"" Zubrinsky"
http://dbpedia.org/resource/Fleming_Lee,Fleming Lee
http://dbpedia.org/resource/Frank_Lesser,Frank Lesser
http://dbpedia.org/resource/Frederick_Simpich,Frederick Simpich
http://dbpedia.org/resource/G.F._Zaimis,G.F. Zaimis
http://dbpedia.org/resource/Henry_Abner,Henry Abner
http://dbpedia.org/resource/Hugh_E._Conway,Hugh Conway
http://dbpedia.org/resource/Hugh_E._Conway,Hugh E. Conway
http://dbpedia.org/resource/James_Moss_Cardwell,James Moss Cardwell
http://dbpedia.org/resource/John_Leggett,John Leggett
http://dbpedia.org/resource/Julia_Davis_Adams,Julia Davis Adams
http://dbpedia.org/resource/Katherine_Arnoldi,Katherine Arnoldi
http://dbpedia.org/resource/Kenneth_G._Eade,Kenneth G. Eade
http://dbpedia.org/resource/Lance_J._Sussman,Lance J. Sussman
http://dbpedia.org/resource/Morgan_Blake,Morgan Blake
http://dbpedia.org/resource/Callie_Khouri,Callie Khouri
http://dbpedia.org/resource/Charles_Coleman_Finlay,Charles Coleman Finlay
http://dbpedia.org/resource/Ellen_Kushner,Ellen Kushner
http://dbpedia.org/resource/Fawn_M._Brodie,Fawn M. Brodie
http://dbpedia.org/resource/Gene_Levitt,Gene Levitt
http://dbpedia.org/resource/J._Hoberman,J. Hoberman
http://dbpedia.org/resource/Konrad_Tuchscherer,Konrad Tuchscherer
http://dbpedia.org/resource/Lan_Samantha_Chang,Lan Samantha Chang
http://dbpedia.org/resource/Rachel_Kushner,Rachel Kushner
http://dbpedia.org/resource/Robert_Fisher_(playwright),"Robert ""Bob"" Fisher"
http://dbpedia.org/resource/Robert_Fisher_(playwright),Elver Galarga
http://dbpedia.org/resource/Sydney_Boehm,Sydney Boehm
http://dbpedia.org/resource/Yvonne_Levy_Kushner,Yvonne Levy Kushner
http://dbpedia.org/resource/Yvonne_Levy_Kushner,Yvonne Kushner
http://dbpedia.org/resource/Adam_McKay,Adam McKay
http://dbpedia.org/resource/Alice_Brown_(writer),Alice Brown
http://dbpedia.org/resource/Alice_Brown_(writer),Alice Brown (writer)
http://dbpedia.org/resource/Angelo_Pizzo,Angelo Pizzo
http://dbpedia.org/resource/Benito_Romano,Benito Romano
http://dbpedia.org/resource/Brian_R._James,Brian R. James
http://dbpedia.org/resource/Calder_Willingham,Calder Willingham
http://dbpedia.org/resource/Carla_Cassidy,Carla Bracale Cassidy
http://dbpedia.org/resource/Carolyn_See,Carolyn See
http://dbpedia.org/resource/Charles_G._Finney,Charles G. Finney
http://dbpedia.org/resource/Charles_Nelson_(writer),Charles Nelson
http://dbpedia.org/resource/Charles_Wright_(poet),Charles Wright
http://dbpedia.org/resource/Cornel_Lengyel,Cornel Lengyel
http://dbpedia.org/resource/Dan_Gutman,Dan Gutman
http://dbpedia.org/resource/Darrell_Schweitzer,Darrell Schweitzer
http://dbpedia.org/resource/David_Halberstam,David Halberstam
http://dbpedia.org/resource/Don_Rhymer,Don Rhymer
http://dbpedia.org/resource/Ed_Young_(pastor),Ed Young
http://dbpedia.org/resource/Ed_Young_(pastor),Edwin Barry Young
http://dbpedia.org/resource/Edward_Sheehan,Edward Sheehan
http://dbpedia.org/resource/Edward_Tufte,Edward Tufte
http://dbpedia.org/resource/Edward_Tufte,Edward Rolf Tufte
http://dbpedia.org/resource/Ellen_Raskin,Ellen Raskin
http://dbpedia.org/resource/Ellen_Raskin,Ellen Ermingard Raskin
http://dbpedia.org/resource/Erma_Bombeck,Erma Bombeck
http://dbpedia.org/resource/Erskine_Caldwell,Erskine Caldwell
http://dbpedia.org/resource/Eve_Merriam,Eve Merriam
http://dbpedia.org/resource/Franklin_Merrell-Wolff,Franklin Merrell-Wolff
http://dbpedia.org/resource/Gene_Towne,Gene Towne
http://dbpedia.org/resource/Gene_Youngblood,Gene Youngblood
http://dbpedia.org/resource/Hisham_Matar,Hisham Matar
http://dbpedia.org/resource/Jack_Douglas_(writer),Jack Douglas
http://dbpedia.org/resource/Jack_Finney,Jack Finney
http://dbpedia.org/resource/Jack_Finney,Walter Braden (Jack) Finney
http://dbpedia.org/resource/Jerry_Pinkney,Jerry Pinkney
http://dbpedia.org/resource/Jessamyn_West_(writer),Jessamyn West
http://dbpedia.org/resource/Jesse_Bullington,Jesse Bullington
http://dbpedia.org/resource/John_Feinstein,John Feinstein
http://dbpedia.org/resource/Jonathan_Roberts_(writer),Jonathan Roberts
http://dbpedia.org/resource/Joseph_Hansen_(writer),Joseph Hansen
http://dbpedia.org/resource/Kate_Claxton,Kate Claxton
http://dbpedia.org/resource/Kia_Corthron,Kia Corthron
http://dbpedia.org/resource/Kitty_Burns_Florey,Kitty Burns Florey
http://dbpedia.org/resource/Larry_Shaw_(editor),Larry Shaw
http://dbpedia.org/resource/Larry_Shaw_(editor),Lawrence Taylor Shaw
http://dbpedia.org/resource/Lauren_DeStefano,Lauren DeStefano
http://dbpedia.org/resource/Lauren_Groff,Lauren Groff
http://dbpedia.org/resource/Lauren_Tarshis,Lauren Tarshis
http://dbpedia.org/resource/Lauren_Willig,Lauren Willig
http://dbpedia.org/resource/Len_Cabral,Len Cabral
http://dbpedia.org/resource/Louise_Glück,Louise Glück
http://dbpedia.org/resource/Maritta_Wolff,Maritta Wolff
http://dbpedia.org/resource/Maritta_Wolff,Maritta Martin Wolff Stegman
http://dbpedia.org/resource/Mary_Roberts_Rinehart,Mary Roberts Rinehart
http://dbpedia.org/resource/Michael_Burns_(actor_and_historian),Michael Burns
http://dbpedia.org/resource/Michael_Gallagher_(writer),Michael Gallagher
http://dbpedia.org/resource/Michael_O'Connor_(author),Michael O'Connor
http://dbpedia.org/resource/Michael_Stewart_(playwright),Michael Stewart
http://dbpedia.org/resource/Michael_Swanwick,Michael Swanwick
http://dbpedia.org/resource/Mike_Edison,Mike Edison
http://dbpedia.org/resource/Morgan_Llywelyn,Morgan Llywelyn
http://dbpedia.org/resource/Nicholas_Kazan,Nicholas Kazan
http://dbpedia.org/resource/Norma_Fox_Mazer,Norma Fox Mazer
http://dbpedia.org/resource/Ranald_MacDougall,Ranald MacDougall
http://dbpedia.org/resource/Rikki_Ducornet,Rikki Ducornet
http://dbpedia.org/resource/Robert_D._San_Souci,Robert D. San Souci
http://dbpedia.org/resource/Robert_Grant_(novelist),Robert Grant
http://dbpedia.org/resource/Robert_Hicks_(American_author),Robert Hicks
http://dbpedia.org/resource/Robert_Olmstead,Robert Olmstead
http://dbpedia.org/resource/Rosina_Lippi,Rosina Lippi
http://dbpedia.org/resource/Rosina_Lippi,Rosina Lippi-Green
http://dbpedia.org/resource/Rufus_Travis_Amis,Rufus Travis Amis
http://dbpedia.org/resource/Rufus_Travis_Amis,R.T. Amis circa 1955
http://dbpedia.org/resource/Rufus_Travis_Amis,R.T. and Carolyn Amis circa 1950
http://dbpedia.org/resource/Rufus_Wilmot_Griswold,Rufus Wilmot Griswold
http://dbpedia.org/resource/Sharman_Apt_Russell,Sharman Apt Russell
http://dbpedia.org/resource/Sheri_S._Tepper,Sheri S. Tepper
http://dbpedia.org/resource/Stephen_Goldin,Stephen Goldin
http://dbpedia.org/resource/Stephen_Goldin,Stephen Charles Goldin
http://dbpedia.org/resource/Thomas_Nelson_Page,Thomas Nelson Page
http://dbpedia.org/resource/Thomas_Piccirilli,Thomas Piccirilli
http://dbpedia.org/resource/Thomas_Piccirilli,Tom Piccirilli
http://dbpedia.org/resource/Tim_Kehoe,Tim Kehoe
http://dbpedia.org/resource/Warren_Miller_(author),Warren Miller
http://dbpedia.org/resource/E._Lynn_Harris,E. Lynn Harris
http://dbpedia.org/resource/James_Grady_(author),James Grady
http://dbpedia.org/resource/Joseph_L._Green,Joseph L. Green
http://dbpedia.org/resource/Joseph_L._Green,Joseph Lee Greene
http://dbpedia.org/resource/Kieran_Scott,Kieran Scott
http://dbpedia.org/resource/Richard_Carlson_(author),Richard Carlson
http://dbpedia.org/resource/Taylor_Mali,Taylor Mali
http://dbpedia.org/resource/William_Farina,William Farina
http://dbpedia.org/resource/William_Farina,William Edward Farina
http://dbpedia.org/resource/Alex_Shoumatoff,Alex Shoumatoff
http://dbpedia.org/resource/Andy_Mangels,Andy Mangels
http://dbpedia.org/resource/Anne_Mallory,Anne Mallory
http://dbpedia.org/resource/Anne_Marie_Winston,Anne Marie Winston
http://dbpedia.org/resource/Anne_Marie_Winston,Anne Marie Rodgers
http://dbpedia.org/resource/Ayun_Halliday,Ayun Halliday
http://dbpedia.org/resource/Barbara_McCauley,Barbara McCauley
http://dbpedia.org/resource/Beatrice_Gormley,Beatrice Gormley
http://dbpedia.org/resource/Charles_Bock,Charles Bock
http://dbpedia.org/resource/Christian_Bauman,Christian Bauman
http://dbpedia.org/resource/Dan_Washburn,Dan Washburn
http://dbpedia.org/resource/Dean_King,Dean King
http://dbpedia.org/resource/Debra_Webb,Debra Webb
http://dbpedia.org/resource/Derek_Blasberg,Derek Blasberg
http://dbpedia.org/resource/Duane_Swierczynski,Duane Swierczynski
http://dbpedia.org/resource/Ed_Kashi,Ed Kashi
http://dbpedia.org/resource/Elizabeth_George_(author),Elizabeth George
http://dbpedia.org/resource/Eugie_Foster,Eugie Foster
http://dbpedia.org/resource/Gena_Showalter,Gena Showalter
http://dbpedia.org/resource/Greg_Marcks,Greg Marcks
http://dbpedia.org/resource/James_Reese_(author),James Reese
http://dbpedia.org/resource/Joanna_Wayne,Joanna Wayne
http://dbpedia.org/resource/Joanna_Wayne,Jo Ann Vest
http://dbpedia.org/resource/John_Elder_Robison,John Elder Robison
http://dbpedia.org/resource/John_J._Nance,John J. Nance
http://dbpedia.org/resource/John_Sunseri,John Sunseri
http://dbpedia.org/resource/Karen_Rose_Smith,Karen Rose Smith
http://dbpedia.org/resource/Kat_Richardson,Kat Richardson
http://dbpedia.org/resource/Katherine_Ramsland,Katherine Ramsland
http://dbpedia.org/resource/Kathryn_Casey,Kathryn Casey
http://dbpedia.org/resource/Kaza_Kingsley,Kaza Kingsley
http://dbpedia.org/resource/Kim_Paffenroth,Kim Paffenroth
http://dbpedia.org/resource/Kyle_Smith,Kyle Smith
http://dbpedia.org/resource/Laura_Wright_(author),Laura Wright
http://dbpedia.org/resource/Lawrence_M._Schoen,Lawrence M. Schoen
http://dbpedia.org/resource/Leanne_Banks,Leanne Banks
http://dbpedia.org/resource/Linda_Warren,Linda Warren
http://dbpedia.org/resource/Lori_Wilde,Lori Wilde
http://dbpedia.org/resource/Lori_Wilde,Laurie Blalock Vanzura
http://dbpedia.org/resource/Maggie_Shayne,Margaret Benson
http://dbpedia.org/resource/Maggie_Shayne,Maggie Shayne
http://dbpedia.org/resource/Margaret_Maron,Margaret Maron
http://dbpedia.org/resource/Marie_Brennan,Marie Brennan
http://dbpedia.org/resource/Marvin_Kaye,Marvin Kaye
http://dbpedia.org/resource/Marvin_Kaye,Marvin Nathan Kaye
http://dbpedia.org/resource/Matthew_Stewart_(philosopher),Matthew Stewart
http://dbpedia.org/resource/Maureen_Johnson,Maureen Johnson
http://dbpedia.org/resource/Mel_Boring,Mel Boring
http://dbpedia.org/resource/Melissa_Harris-Perry,Melissa Harris-Perry
http://dbpedia.org/resource/Michael_Laser,Michael Laser
http://dbpedia.org/resource/Michelle_Moran,Michelle Moran
http://dbpedia.org/resource/Minnie_Bruce_Pratt,Minnie Bruce Pratt
http://dbpedia.org/resource/Pamela_Burford,Pamela Burford
http://dbpedia.org/resource/Paul_Dickson,Paul Dickson
http://dbpedia.org/resource/Peggy_Webb,Peggy Webb
http://dbpedia.org/resource/Peggy_Webb,Peggy Elaine Hussey Webb
http://dbpedia.org/resource/Priscilla_Hamby,Priscilla Hamby
http://dbpedia.org/resource/Rafael_Alvarez,Rafael Alvarez
http://dbpedia.org/resource/Rebecca_Fjelland_Davis,Rebecca Fjelland Davis
http://dbpedia.org/resource/Rex_Weyler,Rex Weyler
http://dbpedia.org/resource/Richard_Manning,Richard Manning
http://dbpedia.org/resource/Richard_Purtill,Richard L. Purtill
http://dbpedia.org/resource/Richard_Purtill,Richard Purtill
http://dbpedia.org/resource/Roland_Smith,Roland Smith
http://dbpedia.org/resource/Samuel_John_Hazo,Samuel John Hazo
http://dbpedia.org/resource/Samuel_John_Hazo,Samuel J. Hazo
http://dbpedia.org/resource/Shaggy_Flores,Shaggy Flores
http://dbpedia.org/resource/Shana_Abé,Shana Abé
http://dbpedia.org/resource/Shane_Bolks,Shane Bolks
http://dbpedia.org/resource/T._M._Gray,T. M. Gray
http://dbpedia.org/resource/Tom_Deitz,Tom Deitz
http://dbpedia.org/resource/Valerie_Brelinski,Valerie Brelinski
http://dbpedia.org/resource/Valerie_Brelinski,Val Brelinski
http://dbpedia.org/resource/Victor_J._Banis,Victor J. Banis
http://dbpedia.org/resource/Vince_Beiser,Vince Beiser
http://dbpedia.org/resource/Vivian_Schilling,Vivian Schilling
http://dbpedia.org/resource/Wallace_Tripp,Wallace Tripp
http://dbpedia.org/resource/Wallace_Tripp,Wallace Whitney Tripp
http://dbpedia.org/resource/Alex_Bledsoe,Alex Bledsoe
http://dbpedia.org/resource/Bill_Crider,Bill Crider
http://dbpedia.org/resource/Bobby_Pearce_(designer),Bobby Pearce
http://dbpedia.org/resource/Brian_Van_Flandern,Brian Van Flandern
http://dbpedia.org/resource/Christian_Cameron,Christian Cameron
http://dbpedia.org/resource/Christian_Cameron,Christian G. Cameron
http://dbpedia.org/resource/Jonah_Bokaer,Jonah Bokaer
http://dbpedia.org/resource/Laura_Bynum,Laura Bynum
http://dbpedia.org/resource/Michael_J._Sullivan_(author),Michael J. Sullivan
http://dbpedia.org/resource/Ogden_Kraut,Ogden Kraut
http://dbpedia.org/resource/Rebecca_Stead,Rebecca Stead
http://dbpedia.org/resource/Richard_A._Lovett,Richard A. Lovett
http://dbpedia.org/resource/Wayne_Caldwell,Wayne Caldwell
http://dbpedia.org/resource/Allen_Zadoff,Allen Zadoff
http://dbpedia.org/resource/Allen_Zadoff,Allen Zadoff plsher
http://dbpedia.org/resource/Alyssa_Pierce,Alyssa Pierce
http://dbpedia.org/resource/Andrea_Hairston,Andrea Hairston
http://dbpedia.org/resource/Aprilynne_Pike,Aprilynne Pike
http://dbpedia.org/resource/Ben_Parr,Ben Parr
http://dbpedia.org/resource/Beth_Cavener_Stichter,Beth Cavener Stichter
http://dbpedia.org/resource/Beth_Cavener_Stichter,Beth Cavener
http://dbpedia.org/resource/Beverly_Barton,Beverly Barton
http://dbpedia.org/resource/Bill_Cameron_(mystery_author),Bill Cameron
http://dbpedia.org/resource/Brené_Brown,Brené Brown
http://dbpedia.org/resource/Brett_Battles,Brett Battles
http://dbpedia.org/resource/Bruce_McAllister,Bruce McAllister
http://dbpedia.org/resource/Carolyn_Haines,Carolyn Haines
http://dbpedia.org/resource/Carrie_Borzillo,Carrie Borzillo
http://dbpedia.org/resource/Christopher_Krovatin,Christopher Krovatin
http://dbpedia.org/resource/Christopher_Krovatin,Chris Krovatin
http://dbpedia.org/resource/Dan_Wakefield,Dan Wakefield
http://dbpedia.org/resource/Daniel_O'Brien_(comedian),Daniel O'Brien
http://dbpedia.org/resource/Derek_Nikitas,Derek Nikitas
http://dbpedia.org/resource/Doren_Robbins,Doren Robbins
http://dbpedia.org/resource/E._Lockhart,E. Lockhart
http://dbpedia.org/resource/E._Lockhart,Emily Jenkins
http://dbpedia.org/resource/Edmund_Skellings,Edmund Skellings
http://dbpedia.org/resource/G._D._Falksen,G. D. Falksen
http://dbpedia.org/resource/Gayle_Brandeis,Gayle Brandeis
http://dbpedia.org/resource/Harold_Bloom,Harold Bloom
http://dbpedia.org/resource/Harry_Mark_Petrakis,Harry Mark Petrakis
http://dbpedia.org/resource/Harry_Shannon,Harry Shannon
